,name,attack,image
45,Forest Dweller's Spear (Intact),10,https://lh3.googleusercontent.com/docs/ADP-6oHosSyfMgWKglnLkMxdv7hlhdlHNUnvnlG_oHpL3h0S_qHllT5OFEPoBhD8r5Ou6biml3EGiTbqsc3OiyBTSSvKGmVohrpmMNLdQMt6FIwL43SUs9UPLsp0MAkdhRZ9nwtjpoknxitmZpAZx8NV9_iyLrRqnc2CbZ4zlt83oAMK4qizi56T1_ItNqrLxxJBgd0ygKZwtz4iGvkEMCXSt18eJ-1vkCpUCk1iBxEDMh-XSuPXCWZFKnEY_8S-zXvMPl5lpXQI6b8tvGuark82HCxw5aeJPQ-RuA_HSZ7U9Dn0NBTuN9W_UZ4JT3I_60jov2WjK6sX6i6SEAulHBLktQ4p95fsYTUEmS_vLKihLWvJrHPAsklkuQZdVrWDphPhlgvLQHQA3Ya0J5zwE6kBGTDbzD-5vs7WwtlGHbyc0LMv1lJB6CIbqfrXWhooeydq9XYcuoXpwvJLMItCgx9FHHJB8TjIuAIXhQZ7R6CycpxrF_6w6WggN2MLfukGZtJO8qXZv7nYcinKK1OGChipuV0mHsN8HfbSfrn3ThYlr-0kkZ-XxXsxKuuI8c-rzpTLgYhb0DAFWkcA5ca8xPpFgKBl3sLJD0LGBWoGYyGWj0TH5AMEE4Imy209xDrfCvpnOKkFhL50R-uej5_3gpr9WNmMNZ84y5aYdRnMX61zL1C5qC-3Cx5eciwl2Y7rJGT2oILQp5lD0suttordHsTxDajL7R_UFtsEJU7fpwGmYieFTRq014GNcItAkjymiTrFhleXU5yBHE-HxgoINJXaDFR9BokKvt_EXJRJhmId4gTjcNmraYQu-oGMv_18Xrc02JfHT0lYvQx51Y1PrSp6p2GEcq81atDTETY8GgJaWBznbmG5xZXmNyaO7fEc3EgxdgqodhxTjGvbdj4P4uBaRD-7-uihyDcJdhvAuTui3kkSHBr7SNukhgLbuQx3mtqwYEo0ZpWDl_qXVar8APfbEIxizN1bhiKU9DE7qqstWkwTGSSHbxcYBQvkSfuJ109aFNW82eJ_7arBGcm32-BzGHIf5DTgOGw9TbP6mNvOJ1Kq62eoE7XySdjszXV2gJD7S7OxYM2iysPv8czJ0WMhHOnRuSuKfEHAQ6ljDFczQIF3BMLWg0CbEIR1y7WZd2bEOhNpkhrhtMpqi3EObXruWYaYBosQlLpm0pN_AKQ4gUD_btt81Alo2C37leLZMl6M6tblcIcpBr5GufiX0sBD_N8IaTTG5IHx2Q=w120-h119
46,Zora Spear (Intact),8,https://lh3.googleusercontent.com/docs/ADP-6oHB9QXOjb5NtTUISCk1rL-Lv4FchEFSeydpPyBAmX4FqjEwErGH_FvdFujmZWp8zZf6X6VeXNlxApIpL0T0IePKZIrszwc47st6LA5JMf1-0mstDie76OTzahJs3BTzefs3C433QCn1QPuCDiGOXWcWYakMgo0MnObhPmN_cYA71PhpGCvxKXbEKK37fig744Gb5U477dkA5j0eyK9A7wN8xxnLXR0eBHkgYcpegJrYTnv8FpMhQBLn8u7AMkrO9C3D7IIDcQxg0J_k5VLGuNI8UUeQyBQkGhWocxM1AoIRMPA5d5wf6_MhtdaddhfiQES10WRBC7VnfNtJ8oqSuy9OYUD0drMxvKjarAV-UVfkk2jQlX77BnWmyu0QTrekSiYUSq1d8L86qxbt1x63Rt-rldWnIXtJwOCmIAtf_Yps1TWIvikxxBpGFEogzyGuCJ-1EF1E_fF0yZ6UeCz9I4rOwGr67K_8hRt3kbGyZTjdD8U0crKIiCdB8sDS3j2K4OCaynauPbtZhRrpK5KFRbm6PimHVsosos-UgAtNQ3QiMQHpL401MmE_Ezb2JQOjqdhB5EMs0k0BvdAJYvqwA4WFaysmwgvtJksu019zWKA7EbB4nlDMvwbj68dOFw5BiXlra4tHcxVtrBxu4Jo-_qWayvsf7uCY_ZnitoY5auBDZli-x1NeGsF9MLjVaTiW_0y3IlxfFKn58A8QwVMaYqfdM8bsPODUgoSHqGsBVDKPF-FBDhZlEcvNzxGDMgJXNDW_wAEvJefSQ-xfotryR5GjfPxURshVlNzowwXH0cLVgCOIGvnxRPPkYoJ275WuXoBeT1D3n2RwurFd85AOImJaAPJuCSQ7AZ8IJi4I5szlt4XB8oI-ErE3sv7ZRv-V31Aee53IOGEAgSDCHRqEHwcGezSIjtuCkpuepKg-qwTtNwpNeto8KSYV8Y36Y18EkrbnjrT2EQ5co9xOs6r3EbXmtbnNiZfvU-neTW6FOTFhcKrDVIk_QBKzvRxh8JD1EGKy8FJUY1lbZnxlkVWgc16F8iy3wuyPDpcJ2gUlogV5v7qecWaxQz8ESdShHOir8oW-o3D2T5AzQKSW-QaUqDxNFuauV2liWtj0fD4mLO9Hq6a6MzAoOdh0s4E1OzeGZYujxfa6tF39ldZeXTZECKqTUQdPGxFIWioGMBzD0CO99Hc438wGulCtVQbitowdJMA4rKg2XwPFX9DnBzdtpAxkbvPOEdDJwg=w120-h119
47,Gerudo Spear (Intact),9,https://lh3.googleusercontent.com/docs/ADP-6oHxYcjAB9vM8pgwNth_imgTdeELkovz_jXVvJni3sqvFkS1Nd1SFFyJceY2qGjyYebWmaGDPjRBVyqmCkfZmQIOpFed65Z8zTatHXvBbGDN0DADVyaJOu5U1Tje_m2UkrFRkHDwy4_fhziMFit_Btqjfyu0PoPBhcw-QYWq7HLs7n5tQvlqmFeEWPQ8uJJ_G1lQ81G5roxTd8GgLWZutgLxVtM5tQ2Mc_VVHrUHQSDWclFiOMw4Du7OWCNlr6bZ4ZXtM3Ir3y18TYGpw2a_CUy6E9fUAUCPrGww4quoWFjcuVtYmHE97DoatHX8F72Ilr07kld0qX6wBcrmMVhePN_uYpDs7HmD835EvC47dkaZPLBY9eAeno4EudlVTHrohRG4LN55UK5z7toOKO3rRCh_aPmBYfKdjpd4gXnxD5mvULX8fNPBzYOygx0nQ-DjSVDqHOWST_JS4CTj4zmqKuZUSiXUV2NXkH6h6ng7bywgDQzErq5DUeIyyFEdDo5Zvyqe0CAftlxw49CTWoN9DQgB_Xvi5TK6SxgR42XKkk-JvnbGhnena5yaXUILOXiO4vTn8CULAUc8xhOnmrQ3vZAof90KW2S_dz7dj-UWLyo9Q5w1GfKPjJsVE1TjDX2V0waWUicWKmz0uex_MPp3sijELOisTrZSwGk74f0rBQ79p1BO-wa5uxYquGXRhlWG9CGMhXnf_yH_tAbitcZY2T2VA9NCq96MmhWL0uWrrMMXJ651TDwoUQheCqen7eooNGpcqdIAI5fuMmgdgJRk7u6SsPw9krd4JxuAgNaF9xFf3JILRHaWbXJNZzNk912CVSPjHC-qXM1nNCyexqYvIolCSJfi51B_4j8kLtcq6awwWr_R9USOkEviZr8r5RqM4KKmfvlEAe7s-WnQJeYLRLASVP6zYk6yfaNTShxXSUjapRCWc7lXLccYvTijFgCSf3VS3xjEZpHVomdAsnANWG051OGsE39g_DRWhSxywsG3e728ekxo1tRm_k_LrQaKpeIOECmgEVENuCBzVVRpQTl_DHgTB8QMWw6bwr3Hq25lV3x9BWVkwmWB6nK59OY8qEAdLPMMlmDSNolZ9WfTJa43SpitTmMFRv9mJVGO-T2T2_E-_0KaxHSG6qmS9_7gqOca7gZg8hSbvA23tvHqsIcWf-uhimfVthRUw6xJhlLvEy4GD89wjqd5A7uqnRGIvvnX_x_7Pfwc57_UdfHehhI-ilsSO_Tw9g=w120-h119
48,Throwing Spear (Intact),6,https://lh3.googleusercontent.com/docs/ADP-6oGIiWiSJcN7Xt3dnhI9cSsWXG5K3jCu766R8p9zhBdAu3M0lsFIQ6PJUPeEoLYxQoXLyxWcGTHzGY1ZXm7fDCBIsC_5hDZUmXGmpuAzP3lzpKKVU2rGommO2l05TfvClFoz9JdGqBaogOrOr15L1KPziIF9dJ6xCyL1Q70UGNVzRbpTQIWi_F5XXjWEr7-BbJA_XHDJYqusfx-pK2TA0TWWLRyhl4y1ErF7k6QWl-WOA9-zM1NNuzFjR3klwFVtJukXjGhMKjt5t2VxH1h5ctoSurqkVyEsYOfEiWPZ0pepbgHWl08MkicEvTUC_ts6-ibJWadQHAjSOWO9CEl7CB0IsUW9lUe5XqDwYUQkZbtTZeE8KGmxRZD2Bm0O2R2i5x_XJiGnQuoKJjQHZwDlnNwPT6T46pAztuZVhZYqjBHXy_0lmPTLjjUv8VHoL68ugIMKXN9C9COMDrIMzpadtq08PPHyKUGgmWY95C6WeyrsRVU2Hg6m7N9ma3k26bhitH-Y7TukkeKazV0tIHV-mnSSm-v61mCg6etV0qWSDX-QkdR-z_weRANmS89zAzhNHovT5Z6a5o214U8W_xH9Q9lcQtRMkSieIFVSXoNtn38cuYIJrEdwkpwNpL3QO27GuZ2F9vb7K76CL0KQxV_DWRDXsQtBc7LtbGgXbIudGr0GM0NZnGWS7Coj0mj-eLTvm2KpRPozfrL_OxVuuD82bil_3oTHJJ1bkiMznRPCH8Ggrflk12y07VFyN5fghtYz6kQ6REPTdUUZvXtYnI8tGG7WFJrc-oGvDruQzLDWQFlUeugaVdvzdq2XUSPSJOi84PD7aSVXzKgLHYAqtgQ8pBubBc6xu8HVXwUee9lxnZmhkrp-Rf8sdMzIpC0d-Wq4pC8CS-ZlrfFjsUR2GkgjstgjcTfqWtYduSEFn2ggXQAyvtNz5zoino-r00AjFmCUluyHpAhXOQixBOneqfYFBN3zDeptSlLUydetvdZ5Xe4s4ZfU6liWojecCHE6Db8ndK9eW5i1HXk-4mQm64sYEt3GNgj50aZg8ISnCScgSv_AB-E0cZ0feUbSnOyRvZJOUysEF6sr8hqIYctSt1fR7q2d-_CknhFvow_KmvvBazCYsb8CMzZCNVeDkqaFoMIMvBJIKAC3oIEsGqYB8kdN02sJ_UfhWH88MFHcwD35GK0iHg9l_jIMQU1e_JQiraUfeCwKqL6OWvUZVCKw5vuftL1IZUhYEFwurQ=w120-h119
49,Feathered Spear (Intact),7,https://lh3.googleusercontent.com/docs/ADP-6oGAvUt0VaVVDGhsWQkeKV-p0zkFA-DtYf7PGE5Fk4bdscJwPVWKb0FcesVzIfHhioWrA2P1k9zyMTxJZPlKMEee_1tD7Jf8Cm0betRycNJ8AiMFuLSBos9KleUMAy_H-bDttpYsiDLd7LPMeuz13lz5xuGEGaadekZ8LpLjQnHruxeIPPZn9QWz-j9kNCPyaywdnF7MMe3O1Hun1YWJD_i89LqYPJLbBojeBSr_4kMstKXNzqHg_HYU8r65E8LhUEeu5ZCo6f2_wG8OnScWh9H9Z6Nx-XktdwMyPEPkbv16nhEdKOy0NFFyCI80jZ2Niwq4dL-z3fwaVIW5w2MupWejNSkj7289JPXA_b_11714xkX4t0ygtOS32QQygJQnhBKatlrGTsaTkmqUq5M4bJkgseaQ2yjDufAUdYxXYnjPOZi_1G6NPcT2dMc7rSio2-C1MhG1zCnbyDX_NdWoAhWtoje7Sg9x0983zpKTpHbuff-mINMDGdLSvqS_jkHVOOIgwDo4qR2H7PFed9sicLN_hYnRUokNsTKDd9FwLfHtug4XZ2odFAPfnu93GsLotUCi07u4FurLAYh2rm1UlFibHNoTOjZ_t6sT2vLAQ1ix6RBEZ67ANjDPPeem7GuJPiKVEwoYX_Sp0rPccrM54EzBxt0JgO-InKWNm0_PZ9bhC7rgtrtVt8HHAk_YYak7prAyviY-YEAyaGav1C7Qw5TbNqEsUpD0Cal2iMHlhgxie4UH2aktfcM2aCajr0ecqfCG6RkZusQCtlxnexpPnZ7CHrWWoktjUCAMJSMtcZDyqoKRR7EcDzCTBVMMgShna5gJ-Cn0EFj_ChLLNDWFgZFd4nNzGANnZt_4omTRviyWAO4LOcfpkZLVYZN9F4e9sbxBgdRvTVar4yXelHI0x2ST5tS0wUHhGmku1AN2LF4qJutP8sD9ySLk5Cf3BA9frcq3JqNd0b0-eavSbWUF5YfFiv8QvHu1TEFxwZg5K666OJJqYCWc8ouoAO16LU7ExrsGbcxHN8tg3y0nwL312H4UJpqy_9AUE-uXGO2sMN5K9n0mT2BrD8eOtOEl8T3avcqAuS2lCTms7idsPtVWGpmrRPig66Sevwhba7m2cyID9KLI3NYlCuGCnQEm6ZOUfRGchuRALYueOrngmchkFZJWZ2H2rSntH0qP1gs1GSKryuVTgXojpi6FdnebfuKs6ZXgO3aH_5KCSCT8MuPjrG5oM8hJXQ710w=w120-h119
50,Wooden Mop,2,https://lh3.googleusercontent.com/docs/ADP-6oG0Ew6qnpptZbmu0Fe2xI7jVnyRMaNACwUhZQNJ6YMSc_GR-VUG3HgjsN3h-BNagQldUJ6619t_dmwjRceFIKwNJidEVptBgC0LUDtWCDN4lb1IPY76BI-lVRIrOo7vGXURC2L-QhG5p9zAphe7gKrN0t5zfODLkIziiTQa6mb6UVnjvBczC985FVwDP5JhrlNdlfXWeJ8z3VIZ2cYErFjK55JGd_hn1q1tk2ytBaKYfdxzrM8m9kVAWUh4npzWf5yH1ZJS8x8R4O7b59rLX6Ez1eqSCyyvuDbEO4rIpz2HDcCJU_KrA89mt-AuIqAqtBxGvnCuzUCXhWy2QS1cM24wVr4FtY6jume8JfFaDZtUdLBPxMdCqYpU-199qpNoJyQHcHWLMDlKSkO1c3_qq74KTQHuwQSRvCz6vIT7CJm38GGTIOrzNrTh8A_gn86qVRlVMX6Q3YfQDefD7jVJsTVHTxLMakhA5X44u_tQiXeCVvydA6I75Sm3Ki24cHMJJc7WSWqQpN9k0oFMy5CeDpFAkiq7Y5bS6ae5LRpkjH05uBfRtvrJEzAlFpO4iWDPjeivv-UGTj8W6e-Ph7RbQMxxNJ785ihCMiCJTJ99Xi8nVMu8lOu4Myplxzw8K9XN0giIU2ZJ28_P3EDzqhLYe9seK0uR_RpjOzi549LPxhgAtX5_B1ObFDEmpzQoOYIVKis8KU-NGMBY-Zb90lHDMiSqmQbRym0BlgFW5NXR_2WZL0RweuAf4SaXstUDhB2c05pP3SdR8I4d-TS_tbDGuQuVTb8whlBTxYjEYNJoxdzxYWflFOeuPgnHS0_OitJA55SnbDWk8PbiBtcLJd9vYttXr8FsRxtfrCKXOYjZCLimZJsd4eOSFNR7ycV7qSjsBlsGvy6cwW7JYBYpISUasc2Lc79Aa-fXQ2PminFQ1sCZy1AIwWeCihTfhfjHfK0NK2HY3HufHvdyU_vqm-Y6dBa5f4aV5_uzHcX5aycl2lqNLsfwOV6qdgGOIbkCbvFdSJmldezbWa5VkmTjiuhAX9PTQDKoyPPzus1KT8NuTduwEqK_rXbWQ90X8iyLf32n9XPqLRy-fHywyM7DM6Gef3ZBvYbl7HhSkq1yXCMUm6ly3ixXVa5tWTwzO42aFhs1B2mAlxDDJmdxbveSFqXQ6ltuNdQN_XD3rGXo-z5zShYu0GIHHuG_977QI_CQY4B3f_WEGm1UvHBs-91a8BZ30fCKS4RSW6cbQg=w120-h119
51,Fishing Harpoon,3,https://lh3.googleusercontent.com/docs/ADP-6oG9jkuCkgfsL-pA8k_k9bLAdIrQwgHegmoPDwOxa11dyYv0ZUxOmcNm8w7teX0iUUK6hsRkFt5B1MREiboyeaxJrfkG1Sy7sSPlwe5O6IBV3K4tuPSSNLM-nPYoDST6-MyoGpgiC_D1c0aRmBYd3FDQqcnQAHPcSREfGjT7aAK9WAIpHaLUT98PbK8lSsiMo-sTSSdswduv3g_5M3TOBZcbz4428LzhCSn9pvQcfJRXUwLECGujmOjOIBB2Kh65MS3fnjfPMSbE1-ieAjBLQSBwMywku28jHCRwiyt2YjJC1L-uzSaKlluKmNw149bouM--jBJcuT2id8MLTHDNfHxdTIeiMPmLOC2lSr87wCDSXQOJMY_hUqSq2Wd13660iymig_XDlZjCylQdRsky9BkjcH99OEn6TDSy0Sq5YHRKgp_cGUz897XplXgaK4K0aJMXATbLvYh0owsE6eRVXd4i-CbURLVbeL8ygVPD_-SQmrTvciKH7Dlt_48vFvv8hJABgXSigzRnarQhe8DPEUm550qpdThqRRcRSi4YpzlYMCPf5JkGfyALWr3b-TEoXMOw_W6voYXxOxyc2ojrF8iwEi6mhl5buskymAiGsqWTXfevozb4CHHWVR6RjoqZP81IU53pckBQc1AoXgDOExm-y8hFg6gPCz9XwRB7Mb02_MojaR60cnGTrAsKGPadAbZHlFgsE3GqediWnCo5t0-9cJBxWPWZuHm12tASk3c6m0Ww3gAWO4GhjGfob3rZxzYaRjblAyXlk9-48amKyx-gr16XkSOcTeYrkzXvfPKgACr2mt1EcnsiYxlL7LUZVF9mJtzbV8glFRoRNQKOF1eMA9WBIuDz2lu8J6JEDapR_o71Is6PRO_dUStfLjYzz4d6EbruFNUHxO4TXoC2V3I3NG7Zm9CGk7Dv_YKOyrXYIMeV1Yc1zACmR9QKyLiSKn9UyaN8PwRGjiYEz3bVWHYmG8TEaaaos2VhK3IM38BTl4v_6Wz88loovPJcZk0SaDtX4Oi-D0brUD0sjXLcFmLkGjef9GBPJeiE8VrEZCIGFLqzbmIfw-FaFTdjJtMc-8_U4o4HoPlrWYfxmEtQXnkk6e06EYknHj_Xf9Mghy-WPkm59L2uttA6z1pEgk1TDreKqyMkLS1zuX5i15eEtrAgdlPYv3gySPYa-sLHGDbFx8miCYDrZdZAw8Imqx8TtHOjCGDddxiNxcCIncYFG3xLeTCEVtxeqA=w120-h119
52,Royal Guard's Spear (Intact),18,https://lh3.googleusercontent.com/docs/ADP-6oGeNucT6UDFoPgkTc9JZoRFIaQxJbwgDXYfXvfrrveDbDu2zFFyeDbb0l-eMyXO9uHyiYnjhPSIk09oyTU2opOEC8nSlpifKavEVM0PXIPpnAWs7YGz-hnA9rcB82ZuXNmY8B8uWqhGG2tb2AigGLk-kM3pcSDOTkgTMsDGb080103MeJEYoXrJukHMbiXp-v9JUY77LH3TcADrsJKM12V716YsP4iGFfs2EE276rVyLcY_gdd7ixAGVk44Y0PUTntQ_ppVbx-GL_MPf91kfXCbAgSRblefor_MIMnJMWT6PJinLCQKKuVcZ46uLfnjLPdVkOU_HYnNVXEt0U4EE6QP4C55ESrLhqkIOnjD-HNlp-krvbUxQGEPImai_HOSdK6xCWKGD3qfD_oZhwFj0kh1Hd5u3VSuqbSkvqg-d4AwQIFTzCYMtmpfY3WYKxFNspeQirGADG5OPT9OB08Xox03GBV4sDjfIc__nXXjjQusF89qjHyUPaqqzQBuQfnQkS5ar6IbHMfJnSzr5TNjOpeWTeCrAm9C1k1gRBDK155TMumFRQ_DozBnTx6Ac7SfuBt3cXFQJ3EIvvK9BlKOLpxIyY9k7yxgfJYO6o91Ixc6yHte9RAJw_V95aroZsZ6xoMD2GmULHfPBnzqexkGcwHQtQBY7Qy7R28cO7kkQe4mNRf-VLVzsOMelOqnwr3alJP7bR5IA1199XCTOsOtV23NfmKducspO8Fm3oHJ2YXpfPq75s4v7Pt4-VlLalFEGCFK2gNBpVQlML-l7Z_ZAUJoHcmjx8g9ifORwh_OEuKtX-Uu_8RGY53LQqtEl0Q8xN3TKQ8W-ai_3b8yr_EOa3Pok2WHqoCPc4j8IPtTWXa3w07pJYzcnu8EZYrtj8cpVuWIED83uryJ6kGKuAPym8rA1cQMAfq1dPuL2PwxvmkLuoUcblhZjnJjYiiEkzonp3rDcgqbBkPgeNOTBB7AhvFXnhExt9GMvTDOa0s2es5lql9hoWpqJ3l9Ip3kBESN9oOnn5vSeaDBrSFyK2vx60NP89pRruLtNI8L1yxGMEhV-iBu91qODkV-SjUYRcNugZuXPx_BjfG5htvS1sjBcsxKg9u_s3fB4mm2J-H5QBapE736-i5yeKRlG0BXNxWaGSoIYZS3KRFaxYjd9HWuA8Eyx-pXg1cKE4Wuk-JVugieSR8iDeJOAKhykKdIJ6S0Rhm6bu3pS90fVg8ci1wV8SBNvKIsnsa-2Q=w120-h119
53,Lightscale Trident,16,https://lh3.googleusercontent.com/docs/ADP-6oGn3yOx9Y9P5NZlbKnM-FUBi1H0y8dGBWtpg6r_ZHRcXJ9zzO6fcYVQUlmKglWPA9LxobY0XPrVncr6gX78z26ap-ue00bNiNMvC4OpjDiT3uESP2Pj1rzosBJHJSRQTYkKoTFNzjLynVu57CNGZ-TLm9gUTcKBPODYYiUNxmb9VdUVwiDB_SKqBETevqYhRoBs6ZmMwlacKsyQAEiRaOyc6shsHo6uX4gUfbohgab7f5IAukwT_17GX_9KJuuAE-ov5TowtaRFs738qoWFD5dw7dc7EBxpkJ9g4aJ7jTrntGucOH3gQ4suFo8TzFlHFQ9-QRWcf01CRizdCQJkF7ELYFJGf9-MzJ5UbnsMY5QRIy0U9JsDCAsl2GVGUxIfCxc09GVOD5n5H8ANW0H_vzLZ33HEaDET6tcRVCTM4T4xKOgYYrrRcAPZW8OmkScy1rAkPV2syzYxeVFttf7fVQlO3QDao7BFidY6BuYnaun5XsFrZfTf-xL87NCebE_5qod2fcV7qLT3Swq6E6KaV4OmsUudItxw8_yuaFtCvX0-a7AXSqOQABx5cU5cQUKiG0xZ4rhgtlVRZ_wnnWjxauGlF5EqR1xKgyN6pet6iJ2v3D7LJGpYLY0TrmUWdI1HUbcBpKeFZLeXxHw1HzaHxSwrXynpIyjugXpGqm-Ea-EJ7sThy8x0LL2npwB7zB2o7z0tHnNXsMvTCODU1XqbvT0x0mWL0aAta53BKeEs2gkocm0xmgkz4VbOL1p6QxhHycrJuNyWbAnV7KMNA_l2WM0wCE-XIaGgkRyxFJA0xUFnIaxxK946OzFXoVgvvBLnfai-RhW_ph1rqOqkL6sY-x8ZYzM8eLWHiubPh0VQ-ZV6Ff7gsnKSwti0kgzR_dN7rg8DXQKCC12TdIq6WmE2niMgZ8HMbROSYemY1wLmCLUSqxQy5ECzIHFW5uKWK7Eap0XCLflONUkfoLm1hP9hWFb6c0RHp3oqHxGkfSCtjv_11pLvk4GK5ry_H4x68SJqkc5XFO0oOlK1kPt-SFcn9s2xvNp-QSA2HR74vSCp9so4F0LAmfTmoT4Sg6H9ls2jwLj3U9bFNtZH8hn9HADVe_kgzjn9uz1BsJP7tTvkiXUuqrxpUF-t7PLMRl-ERQPhYaJYB-xd_AxSbKK3gTFzJvGlwjMVrKPg36aUi8gJGYDwCJFQLB3xpFwlAP2qMvCFyfIJxpT7Bqs6UqVf_EiLeX3IAuXX1Q-Gtg=w120-h119
54,Zonaite Spear,3,https://lh3.googleusercontent.com/docs/ADP-6oGGAo0HfD5tJFvkIicy6_KjOs-WatjdScs1dap8wN7XYlFqhLqrsCzzjylJiO8P0QnjCOucHbRXYpdpvT7HYXkjfqLPXnviWV-TMTjFOHmFdCpYM-7mnWrsTqnOjhk6siu4u63JhcJeMpFut0XjaQeX1IOu9Ic05DVnvmSGm6FRaDDCoeS7IDavF2e96WBUWcUvU0vvx5Kwgvz9iBKw-ZxsXFQ5vUUYTdzt1zDeXqr26pf0Ybem19nf6s-rMIqRKSGr_5vSrpma-hTr_58yvwj2p-3olWJBajSMjysHyM2XGGhkLCa3Yn7qM982hr2NfEe5Tyyiuz8w-py3bKdRcPXsRfimGwoTSj0LNyYmCZvyWD0Ka90gwkSBFYi3G-oKgv8dpXPINUzEfZAAQM6O2zoGw9JZX3thHmUO7nXoSc_k8PjBFoAcUDzMMqcgiM6hpit29UTfQ8k6eh-a2EWAw9oNvMw3Ud1ppRSUx6-2lrqhnWwlmgjzjStULp61_fevH-Y9aswMxRQ5K_LBHhriahK84zQUyEIEe72B2WIdPudptOmb0sAF7jfuIlThMUJZHmOR7YoVWGDIxyhC2Tjdifo_Jh1xWC2E0DjehK98PpG_KorV-YIkboE3g4y7n_1UKxmZb2DsHr5pOzCx9kJIteH95bOyTXKAVZdM39CbfCJmJuLpWqxrlgd_TmtuDTJHpz_aYrO35vs4B8_tN4UjC9cVYLmVOEl9QStj-1pHZI58yQwdvO6aLVRtxeBagqOm3oVdIaailtOld0PHA2tI3LVlGR1MEgxMijDSpxM1V8__W9Sm_nukqnFJcOzOJ5_aRqjgoveeo0M2l1JA6lZYep-EIOEdVWsn4YWRxFX-O3m3Xc0xevfiEDKCQin1qtVh4p2uGPL8Mjh1fZ_3qV15KpXYIiutvSxe4k8rnC-t7hXEU_N3XsdUhxCv0KIL2i5zdqyOWxSqWEFycPXWswkdzX0n7XZL9Xq-gBVFUpWKLiI1Kg1bipnooDeDnBdR1hdUFh4DE-MLRkInL3Zk4-HuXDAQcV7u2HeggXuylxby2eYWTQTsSIo9wQwqvB-V4Rly3LdnvIKcX2z45_jJ2VXurxYouQMOgMx5-FFxd7qh8UOtDx68nTQla9oUQTK_H20ld6uAxum4lxPHTQtL9EcgOOkC36m-9INQ4C4osawtsqkRT51nq-5uyIeE12VuqgxQ_8cRy11_i3Pr0kYnAK4F42pJbVKQT_zz3A=w120-h119
55,Long Stick,1,https://lh3.googleusercontent.com/docs/ADP-6oEY6NX2dJDAcLOcIvL7N7wzc9Gm2X6Ygm2RNZootFgVlb8vtQfZcxF67Xcg_6XqdSlf2FQCZiS1gn6WhwjNhDBbmWH0WHW_mJVEejbyeIyaD1mP8TaDjtlodK7azFtiSM00LNr3jouaklxDHH-bU3Sy8XtSwL0_E0j8UJZFyzvA43-bl7155g5FYqClpsn-DuKdumPBDB6G8gMnpgUlTZ0ME_uxptROT7nT1vRzCnT68birSu9W9UspgrWnQImNx0vy42oMW0GU4Ck_ZeMHKvkqwepAURlQwuqbtlbxpFq4J4QJF4UuwhUVfVVflom8JAQZQx645tqhQMbteuBrD5vq3KWETWEdeCnCIa0679THfOtNoCABXDF1vUm7zfL0jifq86nPX3F1dr_wdFtzggRuh-nbokHqSyEopVgTIsHnY9zXv8bTwfGxLCaFdZiFzSXO3panGJBBgT4LVjypFN2kLVT2nPB1FqzmFe_NhS2hv0pgE6Peuva_6dTx1dsN_vXpkA81nTysE1s4gO4j5k7qMPJwcy07q6bMEawvolQlqDBbGCPat67a2p_zZX_liR51Z40sACf2l1iPJos39VtcagkGdBL0r91fokyor3BvD4zCIHapkixTlzv5TVJVBTwIfaAzr0VgMmarbdUUNmH8IrdUDKJWJ_rLeC8vswIidt-yMzMRMPVb6v3CEsMb-VIE8G6pAPlpuFmQZiVLWfALw2b3ZTLKlRjvI69_rpyzMPWcaNF9milwZ7nGZLVxtht-QkousHZu2D6aaB45yb1VclJaPzlk2MyUunaN_eVUYy6nMoA3C9jXQc1gql_LLCPQkFMh-7uF1w1NDprX9xmq47e0M4qBrE9ktdHf8qptFiyxexlfRftfK2UyC-QjvJ0ccoV-nwW7PHQIDfEZj4wLNSU6o0SwUhqIDC5CLLNMn84d_Z3Nw2o_yZ0xHibGboRBnzZi9quOszXRdLma7Mdx0jz0cHfwXCg70P5BLfoda6TNgL-1iPnRx_OGi4PQ8HBQuWe-vBSpUZtm7HxNNQ1kux66K260SJfJdTTs5LDS-sy7UdFFtoFScdfSPcjuXHYZ-D5G7vAKxpObq_1BwrQmT8vStOJ4ZNlpdvltiPRwSiJJupzrxD2r32uOOr6G50aRpqrGI9_a_zuSKmY9KwqFogX1kRdtZJDYuRKiqGIfHzkYq9mA-jLopcJG7E9ijTx5pHWNzfrt6_b3FnUWEpTKuss1Q5uppg=w120-h119
